crawl_timestamp,product_name,product_category,retail_price,discounted_price,discount_price,discount_percentage,product_rating,overall_rating,brand
2016-04-05,Libas Printed Women's A,Libas Printed Women s A line Kurta,899,449,450,50,0,0,Libas
2016-04-05,Libas Printed Women's Anarkali Kurta,Libas Printed Women s Anarkali Kurta,1849,924,925,50,0,0,Libas
2016-04-05,MASARA Solid Women's Straight Kurta,MASARA Solid Women s Straight Kurta,999,499,500,50,0,0,MASARA
2016-04-30,HRS ULTIMATE BOY Chest Pads,Sports Fitness,440,395,45,10,0,0,HRS
2016-04-30,Vermello Men Casual Brown Genuine Leather Belt,Bags Wallets Belts,1495,795,700,47,0,0,Vermello
2016-04-30,HRS CLUB BOY Thigh Pads,Sports Fitness,280,250,30,11,0,0,HRS
2016-04-30,Ligans NY Men Formal Black Genuine Leather Belt,Bags Wallets Belts,795,695,100,13,0,0,Ligans NY
2016-04-30,Elegance Polyester Multicolor Abstract Eyelet Door Curtain,Home Furnishing,1899,899,1000,53,0,0,Elegance
2016-04-30,Liza Women Wedges,Footwear,1990,1393,597,30,0,0,Liza
2016-04-30,HRS ULTIMATE BOY Elbow Pads,Sports Fitness,250,230,20,8,0,0,HRS
2016-04-30,Sathiyas Cotton Bath Towel,Baby Care,600,449,151,25,0,0,Sathiyas
2016-04-30,HRS ULTIMATE MEN Chest Pads,Sports Fitness,440,395,45,10,0,0,HRS
2016-04-30,Eurospa Cotton Terry Face Towel Set,Baby Care,0,0,0,0,0,0,Eurospa
2016-06-20,SANTOSH ROYAL FASHION Cotton Printed King sized Double Bedsheet,Home Furnishing,2699,1299,1400,52,0,0,SANTOSH ROYAL FASHION
2016-06-20,CASEDEAL Microsoft Nokia lumia x2 Back Panel,Mobiles Accessories,1999,380,1619,81,0,0,CASEDEAL
2016-06-20,Mario Gotze Women's Printed Casual Orange Shirt,Clothing,1499,899,600,40,0,0,Mario Gotze
2016-06-20,Jaipur Print Cotton Floral King sized Double Bedsheet,Home Furnishing,2599,698,1901,73,0,0,Jaipur Print
2016-06-20,Shilpi NHSCN003 Coin Bank,Pens Stationery,900,650,250,28,0,0,Shilpi
2016-05-17,Babeezworld Dungaree Baby Boy's  Combo,Baby Care,999,499,500,50,0,0,Babeezworld
2016-06-06,Redbag Eight Armed Goddess Sherawali Maa Showpiece,Home Decor Festive Needs,1600,1200,400,25,0,0,Redbag
2016-06-06,"Proence Weight Gainers, Mass Gainers",Food Nutrition,1025,949,76,7,0,0,Proence
2015-12-03,Discountgod Men's Checkered Casual Shirt,Clothing,750,590,160,21,0,0,Slim
2015-12-03,Silver Streak Men's Printed Casual Denim Shirt,Clothing,1299,599,700,54,0,0,Slim
2015-12-04,Cobra Paris CO6394A1 Analog Watch,Watches,18995,15195,3800,20,0,0,
2015-12-04,TEN TEN Women's Black Knee Length Boots Boots,Footwear,4995,1995,3000,60,0,0,
2015-12-04,Aries Gold G 729 S,Watches,13699,13099,600,4,0,0,
2015-12-04,Carlton Boots,Footwear,3495,1223,2272,65,0,0,
2015-12-04,Maserati Time R8851116001 Analog Watch,Watches,24400,24400,0,0,0,0,
2015-12-04,Vizion 8503B,Watches,1095,595,500,46,0,0,
2015-12-04,Camerii WM64 Elegance Analog Watch,Watches,1099,449,650,59,5,5,
2015-12-04,Reckler Slim Fit Men's Jeans,Clothing,5398,2599,2799,52,0,0,Slim
2015-12-04,Quechua Arpenaz Novadry Boots,Footwear,2499,2250,249,10,0,0,
2015-12-04,Colat COLAT_MW20 Sheen Analog Watch,Watches,3999,849,3150,79,5,5,
2015-12-04,Steppings Trendy Boots,Footwear,1799,719,1080,60,0,0,
2015-12-04,Rochees RW38 Analog Watch,Watches,1415,1202,213,15,0,0,
2015-12-04,Rorlig RR,Watches,1099,399,700,64,5,5,
2015-12-04,Catwalk Boots,Footwear,2095,999,1096,52,0,0,
2015-12-04,Magnum Footwear Lifestyle,Footwear,3999,2099,1900,48,0,0,
2015-12-04,T STAR UFT,Watches,999,399,600,60,0,0,
2015-12-04,Rialto Boots,Footwear,3295,2795,500,15,0,0,
2015-12-04,Kielz Ladies Boots,Footwear,2499,1249,1250,50,0,0,
2015-12-04,Alfajr WY16B Youth Digital Watch,Watches,5495,4995,500,9,0,0,
2015-12-04,La Briza Ashley Boots,Footwear,2299,2299,0,0,0,0,
2015-12-04,TAG Heuer CAU1116.BA0858 Formula 1 Analog Watch,Watches,107750,107750,0,0,0,0,
2015-12-04,Salt N Pepper 13,Footwear,4195,3146,1049,25,0,0,
2015-12-04,Shuz Touch Boots,Footwear,1499,1270,229,15,0,0,
2015-12-04,Wrangler Skanders Fit Men's Jeans,Clothing,2795,1817,978,35,0,0,Skanders
2015-12-04,Steppings Trendy Boots,Footwear,3199,1919,1280,40,0,0,
2015-12-04,Salt N Pepper 14,Footwear,4295,3221,1074,25,0,0,
2015-12-04,Costa Swiss CS,Watches,1199,429,770,64,0,0,
2015-12-04,Crocs Boots,Footwear,3995,3995,0,0,0,0,
2015-12-04,Breitling AB011010/BB08 131S Chronomat 44 Analog Watch,Watches,571230,571230,0,0,0,0,
2015-12-04,Lyc White Casual Boots,Footwear,1199,899,300,25,5,5,
2015-12-04,Myra Comfortable Boots,Footwear,1049,499,550,52,0,0,
2015-12-04,Calibro SW,Watches,2000,699,1301,65,0,0,
2015-12-04,Get Glamr Designer Uggy Boots,Footwear,3499,2799,700,20,0,0,
2015-12-04,Kielz Ladies Boots,Footwear,2299,899,1400,61,0,0,
2015-12-04,Kielz Ladies Boots,Footwear,1999,999,1000,50,0,0,
2015-12-04,Rochees RW50 Analog Watch,Watches,1120,952,168,15,0,0,
2015-12-04,Kielz Ladies Boots,Footwear,2799,1299,1500,54,0,0,
2015-12-04,Salt N Pepper 13,Footwear,3495,2621,874,25,0,0,
2015-12-04,Fluid DMF,Watches,1699,849,850,50,3.5,3.5,
2015-12-04,Steppings Trendy Boots,Footwear,1599,639,960,60,0,0,
2015-12-04,Rialto Boots,Footwear,3295,2395,900,27,0,0,
2015-12-04,Rorlig RR,Watches,1099,399,700,64,0,0,
2015-12-04,Wrangler Regular Fit Men's Jeans,Clothing,3295,1812,1483,45,0,0,Regular
2015-12-04,Steppings Trendy Boots,Footwear,3499,2274,1225,35,0,0,
2015-12-04,Disney DW100230 Digital Watch,Watches,350,350,0,0,0,0,
2015-12-04,Salt N Pepper 13,Footwear,3695,2771,924,25,0,0,
2015-12-04,Cartier W6701005 Analog Watch,Watches,201000,201000,0,0,0,0,
2015-12-04,Bruno Manetti Cannelita Boots,Footwear,3399,1359,2040,60,4.4,4.4,
2015-12-04,Stylistry Maxis Shde6603brwoboot3104 Boots,Footwear,2199,1599,600,27,0,0,
2015-12-04,Lois Caron LCS,Watches,1200,399,801,67,0,0,
2015-12-04,Felix Y 39 Analog Watch,Watches,1550,525,1025,66,0,0,
2015-12-04,Kielz Boots,Footwear,2999,2399,600,20,0,0,
2015-12-04,Sakay Country Leather Boots,Footwear,3999,3499,500,13,0,0,
2015-12-04,La Briza Black Boots,Footwear,2299,2069,230,10,0,0,
2015-12-04,Kool Kidz DMK,Watches,375,263,112,30,5,5,
2015-12-04,Franck Bella FB0128B Analog Watch,Watches,1199,959,240,20,0,0,
2015-12-04,Steppings Trendy Boots,Footwear,2199,1099,1100,50,0,0,
2015-12-04,Kool Kidz DMK,Watches,475,333,142,30,4,4,
2015-12-04,Vizion 8502,Watches,1095,595,500,46,0,0,
2015-12-04,Vencer Stella 7lyt1011 Digital Watch,Watches,399,144,255,64,0,0,
2015-12-04,La Briza Mile Boots,Footwear,3999,3999,0,0,0,0,
2015-12-04,Casela CAS,Watches,3999,899,3100,78,0,0,
2015-12-04,Sneha Unique Boots,Footwear,1799,899,900,50,0,0,
2015-12-04,Timer TC_,Watches,1299,549,750,58,0,0,
2015-12-04,NE Regular Fit Men's Jeans,Clothing,4999,1899,3100,62,0,0,Regular
2015-12-04,Shuz Touch Boots,Footwear,2995,2995,0,0,0,0,
2015-12-04,Kielz Ladies Boots,Footwear,2499,1149,1350,54,3.5,3.5,
2015-12-04,Colat COLAT_M08 Roman Numerals Analog Watch,Watches,4999,1049,3950,79,5,5,
2015-12-04,Kielz Ladies Boots,Footwear,2299,899,1400,61,3.5,3.5,
2015-12-04,Belle Gambe Boots,Footwear,3999,1695,2304,58,0,0,
2015-12-04,Titan 1639SL03 Analog Watch,Watches,1795,1695,100,6,0,0,
2015-12-04,Selfie Boots,Footwear,1200,599,601,50,0,0,
2015-12-04,Clincher Semonday Boots,Footwear,3499,3499,0,0,0,0,
2015-12-04,Srushti Art Jewelry Megnet_Led_Sport_BlackRed1 Digital Watch,Watches,799,200,599,75,5,5,
2015-12-04,Kielz Ladies Boots,Footwear,2499,1149,1350,54,0,0,
2015-12-04,Q&Q VQ13,Watches,585,526,59,10,3.6,3.6,
2015-12-04,Belle Gambe Boots,Footwear,3499,1765,1734,50,0,0,
2015-12-04,Escort E,Watches,1925,1829,96,5,0,0,
2015-12-04,Roxy Boots,Footwear,19995,9997,9998,50,0,0,
2015-12-04,Lee Men's Jeans,Clothing,2699,1619,1080,40,0,0,
2015-12-04,Bruno Manetti 676 Boots,Footwear,2999,1199,1800,60,0,0,
2015-12-04,Estilo 1056 Analog Watch,Watches,1299,299,1000,77,0,0,
2015-12-04,Jack klein BlackLed Digital Watch,Watches,999,150,849,85,1,1,
2015-12-04,North Moon IW,Watches,235,150,85,36,2.3,2.3,
2015-12-04,Foot Candy Boots,Footwear,2899,1699,1200,41,0,0,
2015-12-04,Credos Boots,Footwear,4499,3499,1000,22,0,0,
2015-12-04,Rich Club Apple Shaped LED Digital Watch,Watches,999,149,850,85,0,0,
2015-12-04,Skmei AD1031,Watches,2499,1699,800,32,0,0,
2015-12-04,Kms Ironman_Look_Led_Black11 Digital Watch,Watches,1395,350,1045,75,0,0,
2015-12-04,Anand Archies Boots,Footwear,499,499,0,0,0,0,
2015-12-04,Magnum Footwear Lifestyle Boots,Footwear,2999,1899,1100,37,0,0,
2015-12-04,Swag 670038 Analog Watch,Watches,2499,899,1600,64,0,0,
2015-12-04,Bonzer Boots,Footwear,999,499,500,50,0,0,
2015-12-04,Roadster Skinny Fit Fit Men's Jeans,Clothing,2499,1249,1250,50,3,3,Skinny Fit
2015-12-04,Selfie Black Denim Boots,Footwear,1000,499,501,50,0,0,
2015-12-04,Steppings Boots Boots,Footwear,3199,2559,640,20,0,0,
2015-12-04,Q&Q LLA2,Watches,645,645,0,0,5,5,
2015-12-04,Belle Gambe Winter Boots,Footwear,3499,1695,1804,52,4.8,4.8,
2015-12-04,Hala Red In Black trendy digital Digital Watch,Watches,399,159,240,60,5,5,
2015-12-04,Kielz Boots,Footwear,2499,1999,500,20,0,0,
2015-12-04,Franck Bella FB74C Analog Watch,Watches,1299,780,519,40,0,0,
2015-12-04,Carlton London Boots,Footwear,2295,2295,0,0,5,5,
2015-12-04,Ridas Apl_led_black Apple Shape Digital Watch,Watches,349,249,100,29,2.7,2.7,
2015-12-04,Shuz Touch Boots,Footwear,4495,4495,0,0,0,0,
2015-12-04,La Briza Andria Boots,Footwear,2099,2099,0,0,3.6,3.6,
2015-12-04,Skmei 1070BLK Sports Analog,Watches,2345,1179,1166,50,4.4,4.4,
2015-12-04,Kielz Ladies Boots,Footwear,1899,999,900,47,0,0,
2015-12-04,Carlton London Boots,Footwear,1995,1995,0,0,0,0,
2015-12-04,Skmei AD1057,Watches,1799,1199,600,33,0,0,
2015-12-04,Urban Country Ladies Boots,Footwear,3299,1650,1649,50,0,0,
2015-12-04,Now SP,Watches,600,600,0,0,0,0,
2015-12-04,Disney MSFR190,Watches,1350,1350,0,0,0,0,
2015-12-04,Get Glamr Designer Yuvu Boots,Footwear,3499,2799,700,20,0,0,
2015-12-04,Kielz Boots,Footwear,2499,2399,100,4,0,0,
2015-12-04,Belle Gambe Boots,Footwear,3999,1765,2234,56,0,0,
2015-12-04,Remson India Boots,Footwear,3999,1999,2000,50,0,0,
2015-12-04,Jacques Farel KWD2324 Analog Watch,Watches,2850,1567,1283,45,0,0,
2015-12-04,Rialto Boots,Footwear,2795,1800,995,36,0,0,
2015-12-04,Salt N Pepper 13,Footwear,4995,3746,1249,25,0,0,
2015-12-04,Oxter Chrono Blue Italia Analog Watch,Watches,999,299,700,70,0,0,
2015-12-04,Klaur Melbourne Boots,Footwear,3499,1574,1925,55,0,0,
2015-12-04,Positif Pfbk612 Analog Watch,Watches,1100,800,300,27,0,0,
2015-12-04,D'SIGNER 688RGM _BRN Analog Watch,Watches,8995,8545,450,5,0,0,
2015-12-04,Salt N Pepper 13,Footwear,4195,2050,2145,51,0,0,
2015-12-04,Franck Bella FB127A Analog Watch,Watches,1250,999,251,20,0,0,
2015-12-04,Get Glamr Stylish Boots,Footwear,1999,499,1500,75,0,0,
2015-12-04,Felix 3541 W,Watches,1350,555,795,59,5,5,
2015-12-04,Steppings Trendy Boots,Footwear,1799,719,1080,60,4,4,
2015-12-04,Skmei DG0939,Watches,1499,999,500,33,0,0,
2015-12-04,Do Bhai Boots,Footwear,799,699,100,13,0,0,
2015-12-04,Vizion 8502,Watches,1095,595,500,46,0,0,
2015-12-04,Steppings Trendy Boots,Footwear,3499,2099,1400,40,0,0,
2015-12-04,Sam Stefy Boots,Footwear,1050,449,601,57,0,0,
2015-12-04,TEN TEN Women's Tan Mid Length Boots Boots,Footwear,4495,1895,2600,58,0,0,
2015-12-04,Get Glamr Dazzle Boots,Footwear,3499,499,3000,86,0,0,
2015-12-04,Jack Klein Goldjack Analog Watch,Watches,1999,262,1737,87,5,5,
2015-12-04,Dearfoams Boots,Footwear,1820,1820,0,0,5,5,
2015-12-04,fastrack 38015PL01 Analog Watch,Watches,2495,2495,0,0,0,0,
2015-12-04,A Avon PK_504 Analog Watch,Watches,2499,1249,1250,50,0,0,
2015-12-04,Franck Bella FB0122DD Analog Watch,Watches,1299,1039,260,20,0,0,
2015-12-04,Salt N Pepper 12,Footwear,4395,2150,2245,51,0,0,
2015-12-04,Alfajr WQ18 Qibla Compass Digital Watch,Watches,8995,7495,1500,17,5,5,
2015-12-04,Magnum Footwear Lifestyle Boots,Footwear,5999,3199,2800,47,0,0,
2015-12-04,Steppings Trendy Boots,Footwear,3599,2519,1080,30,0,0,
2015-12-04,Sale Funda SFGFU694 Analog Watch,Watches,2499,599,1900,76,0,0,
2015-12-04,Britex BT2050+BT3101 He & She Analog Watch,Watches,1990,699,1291,65,0,0,
2015-12-04,TSG Kelz Boots,Footwear,2650,2650,0,0,0,0,
2015-12-04,3wish CUR,Watches,2999,995,2004,67,5,5,
2015-12-04,J.D.H. 111,Footwear,1500,599,901,60,0,0,
2015-12-04,Disney 98189 Analog Watch,Watches,1800,900,900,50,0,0,
2015-12-04,Get Glamr Designer Snowra Boots,Footwear,2799,2239,560,20,0,0,
2015-12-04,Lenco DCOMPASS2010 Quazi Analog,Watches,1999,849,1150,58,0,0,
2015-12-04,Pinza Black Christmas Boots,Footwear,3350,1900,1450,43,0,0,
2015-12-04,Salt N Pepper 13,Footwear,3495,2621,874,25,0,0,
2015-12-04,Rockstar R_056 Chrono Analog Watch,Watches,1299,299,1000,77,0,0,
2015-12-04,Disney DW100405 Digital Watch,Watches,1495,1345,150,10,0,0,
2015-12-04,Vizion 8502,Watches,1095,595,500,46,0,0,
2015-12-04,Belle Gambe Boots,Footwear,3499,1795,1704,49,3,3,
2015-12-04,Disney LP,Watches,795,795,0,0,0,0,
2015-12-04,Elantra S 10 Analog Watch,Watches,2150,950,1200,56,4.5,4.5,
2015-12-04,Willy Winkies Black Boots,Footwear,1499,999,500,33,0,0,
2015-12-04,Marvel DW100243 Digital Watch,Watches,299,299,0,0,4,4,
2015-12-04,DJH Boots,Footwear,999,499,500,50,0,0,
2015-12-04,Franck Bella FB123D Analog Watch,Watches,1645,1316,329,20,0,0,
2015-12-04,Skmei DG1010,Watches,1299,899,400,31,0,0,
2015-12-04,Magnum Footwear Lifestyle Boots,Footwear,5999,3599,2400,40,0,0,
2015-12-04,Pinza Blue Cowboy Boots,Footwear,3250,1800,1450,45,0,0,
2015-12-04,Magnum Footwear Lifestyle Boots,Footwear,3599,2399,1200,33,0,0,
2015-12-04,Steppings Trendy Boots,Footwear,2199,1099,1100,50,4,4,
2015-12-04,Eleganzza Denim Denim Analog Watch,Watches,1299,499,800,62,0,0,
2015-12-04,CatBird Boots,Footwear,1399,999,400,29,0,0,
2015-12-04,Bruno Manetti 664 Boots,Footwear,2999,1199,1800,60,0,0,
2015-12-04,Lenco Bdblue Tango Analog Watch,Watches,1499,599,900,60,0,0,
2015-12-04,Get Glamr Designer Kuyal Boots,Footwear,2799,2239,560,20,0,0,
2015-12-04,Zoop C4040PP03 Digital Watch,Watches,750,750,0,0,4.5,4.5,
2015-12-04,Shoppingekart DS0222 Rewin Pack of 3 Digital Watch,Watches,2399,479,1920,80,0,0,
2015-12-04,Stylistry Maxis Sa3228,Footwear,2299,1599,700,30,0,0,
2015-12-04,Salt N Pepper 14,Footwear,4695,3521,1174,25,0,0,
2015-12-04,D'Signer 681GM_WHT Analog Watch,Watches,6995,6645,350,5,0,0,
2015-12-04,Rialto Boots,Footwear,2495,1799,696,28,0,0,
2015-12-04,SwissFire 205SM005 Analog Watch,Watches,2195,1207,988,45,0,0,
2015-12-04,A Avon PK_741 Analog Watch,Watches,1299,639,660,51,0,0,
2015-12-04,Carl 3346,Footwear,2299,1149,1150,50,5,5,
2015-12-04,Logues LGSWATCH61003PP DIGI YELLOW Sports Analog,Watches,1235,1235,0,0,0,0,
2015-12-04,Swag 670014 Analog Watch,Watches,1499,599,900,60,0,0,
2015-12-04,Zoop C3030PP05 Analog Watch,Watches,650,650,0,0,4.8,4.8,
2015-12-04,20Dresses Brown Shiver Me Timbers Boots,Footwear,2795,2795,0,0,0,0,
2016-03-05,"ezyPRNT ""RH"" Golf Ball",Sports Fitness,1195,595,600,50,0,0,ezyPRNT
2016-03-05,"ezyPRNT ""BC"" Golf Ball",Sports Fitness,1195,595,600,50,0,0,ezyPRNT
2016-03-05,"ezyPRNT ""OL"" Golf Ball",Sports Fitness,1195,595,600,50,0,0,ezyPRNT
2016-03-05,"ezyPRNT ""CV"" Golf Ball",Sports Fitness,1195,595,600,50,0,0,ezyPRNT
2016-06-12,Traditions Printed Protective Men's Gloves,Clothing,500,399,101,20,0,0,Traditions
2016-06-12,First Choice Cotton Embroidered Diwan Set,Home Furnishing,2199,979,1220,56,0,0,First Choice
2016-06-12,Eccellente Solid Hip Hop Cap,Clothing,899,336,563,63,0,0,Eccellente
2016-06-12,Nechams Resin Magnetic Magnetic Melamine Small Whiteboards,Pens Stationery,1799,799,1000,56,0,0,Nechams
2016-06-12,JASPO Thunder Intact Superior Senior Skates Combo (skates+helmet+knee+elbow+bag)suitable for age upto 6 to 14 years Skating Kit,Sports Fitness,1399,770,629,45,0,0,JASPO
2016-06-12,Masaba for Magic fairy Girl's Layered Pink Dress,Clothing,1775,1598,177,10,0,0,Masaba for Magic fairy
2016-06-12,Momin Libas AK2414 Kashibo Solid Abaya No,Clothing,3999,2398,1601,40,0,0,Momin Libas
2016-06-12,ACM Pouch for Swipe Elite Plus,Mobiles Accessories,990,339,651,66,0,0,ACM
2016-06-12,A R ENTERPRISES musical wlking cow,Toys School Supplies,999,299,700,70,0,0,A R ENTERPRISES
2016-06-12,SANTOSH ROYAL FASHION Cotton Embroidered Diwan Set,Home Furnishing,2199,979,1220,56,0,0,SANTOSH ROYAL FASHION
2016-06-12,ShoeBuzz Casuals,Footwear,799,247,552,69,0,0,ShoeBuzz
2016-06-12,Zed Loafers,Footwear,499,499,0,0,0,0,Zed
2016-06-12,House This Queen Cotton Duvet Cover,Home Furnishing,1160,1160,0,0,0,0,House This
2016-06-12,ACM Pouch for Intex Aqua Lions 3g,Mobiles Accessories,990,339,651,66,0,0,ACM
2016-06-12,womaniya Alloy Bracelet,Jewellery,2000,1200,800,40,0,0,womaniya
2016-06-12,Taj Pearl Alloy Cuff,Jewellery,665,399,266,40,0,0,Taj Pearl
2016-06-12,JASPO Saphire Dual Shoe Skates Combo Size 5 Skating Kit,Sports Fitness,2299,1270,1029,45,0,0,JASPO
2016-06-12,Bento Musical Teddy Bear,Toys School Supplies,199,63,136,68,0,0,Bento
2016-06-12,Wake Up Competition Full Sleeve Striped Men's Sweatshirt,Clothing,1495,748,747,50,0,0,Wake Up Competition
2016-04-04,Cellbazaar Blackberry 8520 WHITE LCD LCD,Cellbazaar Blackberry 8520 WHITE LCD LCD YIT 562,5000,1000,4000,80,0,0,Cellbazaar
2016-04-04,Dressberry Gold Synthetic  Clutch,Dressberry Gold Synthetic Clutch,1299,1299,0,0,0,0,Dressberry
2016-04-04,Mast & Harbour Black Synthetic  Clutch,Mast Harbour Black Synthetic Clutch,1899,1899,0,0,0,0,Mast & Harbour
2016-04-04,JQR JQR Sports Shoes Running Shoes,Footwear,1299,1299,0,0,0,0,JQR
2016-04-04,Sisel Printed Poly Cotton Women's Stole,Sisel Printed Poly Cotton Women s Stole,299,128,171,57,0,0,Sisel
2016-04-04,JQR JQR Sports Shoes Running Shoes,Footwear,999,999,0,0,0,0,JQR
2016-04-04,"Knight Ace Kraasa Sports Running Shoes, Cycling Shoes, Walking Shoes",Knight Ace Kraasa Sports Running Shoes Cycling,1299,499,800,62,0,0,Knight Ace
2016-04-04,"Great Art Floral Print Wool, Viscose, 20% Kashmiri wool, 50% Cashmilon and 30% Wool ruffle yarn Women's Stole",Clothing,1099,493,606,55,0,0,Great Art
2016-04-04,Indistar Self Design Viscose Women's Stole,Indistar Self Design Viscose Women s Stole,478,239,239,50,0,0,Indistar
2016-04-04,Glacier Running Shoes,Glacier Running Shoes,629,498,131,21,0,0,Glacier
2016-04-04,Dressberry Black Synthetic  Clutch,Dressberry Black Synthetic Clutch,1299,1299,0,0,0,0,Dressberry
2016-04-04,Zoe Marciano Blue Heavy,Bags Wallets Belts,1599,699,900,56,0,0,Zoe Marciano
2016-04-04,Asics Gel,Asics Gel Cumulus 17 Running Shoes,9499,9499,0,0,0,0,Asics
2016-04-04,Mast & Harbour Gold Synthetic  Clutch,Mast Harbour Gold Synthetic Clutch,1899,1899,0,0,0,0,Mast & Harbour
2016-04-04,Asics Gel,Asics Gel Kayano 22 Running Shoes,12499,12499,0,0,0,0,Asics
2016-04-04,Indistar Self Design Viscose Women's Stole,Indistar Self Design Viscose Women s Stole,898,449,449,50,0,0,Indistar
2016-04-04,Dressberry Orange Synthetic  Clutch,Dressberry Orange Synthetic Clutch,1899,1899,0,0,0,0,Dressberry
2016-04-04,Dressberry Green Synthetic  Clutch,Dressberry Green Synthetic Clutch,1899,1899,0,0,0,0,Dressberry
2016-04-04,Escan Lace Up,Escan Lace Up,1299,999,300,23,0,0,Escan
2016-04-04,Nine Maternity Wear Women's Fit and Flare Dress,Nine Maternity Wear Women s Fit and Flare Dress,1825,1825,0,0,0,0,Nine Maternity Wear
2016-06-05,"Kleio Festive, Party, Casual Blue PU  Clutch",Bags Wallets Belts,1899,999,900,47,0,0,Kleio
2016-06-05,Skipper Blends Aqua Striped Eyelet Window Curtain,Home Furnishing,1733,1039,694,40,0,0,Skipper
2016-04-24,Mizuno Lightweight Hoody Solid Men's Wind Cheater,Clothing,4999,4999,0,0,0,0,Mizuno
2016-04-24,"Turbo MSE TEST LITE Batting Gloves (Men, White, Orange)",Sports Fitness,1637,818,819,50,0,0,Turbo
2016-04-24,"Turbo LEAGUE Batting Gloves (Men, White, Blue)",Sports Fitness,1232,616,616,50,0,0,Turbo
2016-04-24,Stamin Mass Gainers,Food Nutrition,2300,1955,345,15,0,0,Stamin
2016-01-06,Pure Source Psi,Home Decor Festive Needs,1250,375,875,70,5,5,Pure Source
2016-01-06,Svt Ada Collections Formal Full Sleeve Checkered Women's Top,Clothing,1199,795,404,34,0,0,
2016-01-06,Svt Ada Collections Party 3/4 Sleeve Checkered Women's Top,Clothing,1199,880,319,27,0,0,
2016-01-06,Svt Ada Collections Casual Full Sleeve Checkered Women's Top,Clothing,1699,1215,484,29,0,0,
2016-01-06,"Asian Gems & Jewels 5 Dhaatu Metal, Alloy Opal Ring",Jewellery,2746,687,2059,75,0,0,Asian Gems & Jewels
2016-01-06,"Asian Gems & Jewels 5 Dhaatu Metal, Alloy Opal Ring",Jewellery,2973,743,2230,75,0,0,Asian Gems & Jewels
2016-01-06,"Asian Gems & Jewels 5 Dhaatu Metal, Alloy Amethyst Ring",Jewellery,1937,968,969,50,0,0,Asian Gems & Jewels
2016-01-06,Kings Multicolor Tassels,Home Furnishing,1000,249,751,75,0,0,Kings
2016-01-06,Avsar Sachi Gold Diamond 18 K Ring,Jewellery,16880,8440,8440,50,0,0,Avsar
2016-01-06,Peppermint Blues Casual Sleeveless Printed Women's Top,Clothing,399,359,40,10,2.4,2.4,
2016-01-06,Nishtaa Yellow Gold 22 K Ring,Jewellery,18350,17433,917,5,0,0,Nishtaa
2016-01-06,Xpert Schoolboys Blk Lace Up Shoes,Footwear,399,299,100,25,3.2,3.2,
2016-01-06,Just In Time Fashions Women's A,Clothing,2499,1499,1000,40,0,0,
2016-01-06,Yepme Women's Gathered Dress,Clothing,1799,799,1000,56,0,0,
2016-01-06,Van Heusen Men's Printed Party Shirt,Clothing,2099,1469,630,30,0,0,Slim
2016-01-06,Eshoppee Laughing Buddha For Success And Wealth Showpiece,Home Decor Festive Needs,799,399,400,50,0,0,Eshoppee
2016-01-06,Karatcraft Triniya Promise Gold Diamond 18 K Ring,Jewellery,49999,34221,15778,32,0,0,Karatcraft
2016-01-06,Nishtaa Yellow Gold 22 K Ring,Jewellery,8190,7781,409,5,0,0,Nishtaa
2016-01-06,Mykraft Girl's A,Clothing,1205,964,241,20,0,0,
2016-01-06,The Cranberry Club Girl's Gathered Dress,Clothing,1299,999,300,23,5,5,
2016-01-06,Fashion Tree Men's Solid Formal Shirt,Clothing,999,349,650,65,0,0,Slim
2016-01-06,Peter England Men's Solid Formal Shirt,Clothing,1399,1399,0,0,0,0,Slim
2016-01-06,Gee & Bee Casual Printed Women's Kurti,Clothing,1664,499,1165,70,0,0,
2016-01-06,Gee & Bee Casual Printed Women's Kurti,Clothing,2499,749,1750,70,0,0,
2016-01-06,Dumdaar.Com Casual Short Sleeve Self Design Women's Top,Clothing,999,399,600,60,0,0,
2016-01-06,"F&S Casual, Party Short Sleeve Self Design Women's Top",Clothing,1299,421,878,68,0,0,
2016-01-06,Oviya Casual Sleeveless Self Design Women's Top,Clothing,999,699,300,30,0,0,
2016-01-06,The Clove Casual 3/4 Sleeve Self Design Women's Top,Clothing,800,399,401,50,0,0,
2016-01-06,The Vanca Formal Full Sleeve Self Design Women's Top,Clothing,1499,1049,450,30,0,0,
2016-01-06,Fantasy Ika Casual Short Sleeve Solid Women's Top,Clothing,950,449,501,53,0,0,
2016-01-06,Fantasy Ika Casual 3/4 Sleeve Self Design Women's Top,Clothing,849,499,350,41,0,0,
2016-01-06,Ausy Casual Short Sleeve Floral Print Women's Top,Clothing,999,367,632,63,0,0,
2016-01-06,Ausy Casual Short Sleeve Printed Women's Top,Clothing,999,367,632,63,0,0,
2016-01-06,Karatcraft Triniya Promise Gold Diamond 18 K Ring,Jewellery,47822,32973,14849,31,0,0,Karatcraft
2016-01-06,WearYourShine by PCJ The Joe Gold Diamond 18 K Ring,Jewellery,29366,29366,0,0,0,0,WearYourShine by PCJ
2016-01-06,Shilpkala Casual Short Sleeve Printed Women's Top,Clothing,999,999,0,0,0,0,
2016-01-06,Shilpkala Casual Sleeveless Solid Women's Top,Clothing,699,699,0,0,0,0,
2016-01-06,Shilpkala Casual Cape Sleeve Printed Women's Top,Clothing,799,799,0,0,0,0,
